PLAYER,YEAR,POS,NO SHOES,WITH SHOES,REACH,WEIGHT,WINGSPAN,WING DIFF,SHUTTLE,3/4 SPRINT,STD VERT,MAX VERT,BENCH,BODY FAT %,HAND L,HAND W
Matt Haryasz,2006,BIG,81.75,83.00,107.5,219.0,84.25,2.50,,3.46,27.5,31.5,10,9.8%,,
Matt Santangelo,2000,PG,72.00,,94.0,177.0,75.00,3.00,,3.06,33.5,43.0,12,,,
Matthew Nielsen,2000,BIG,81.00,,106.0,223.0,82.50,1.50,,3.35,26.0,29.0,3,,,
Maurice Ager,2006,COMBO G,75.25,76.50,101.5,203.0,79.75,4.50,,3.22,29.5,35.0,11,8.0%,,
Maurice Baker,2002,PG,71.75,,96.0,178.0,76.00,4.25,,3.29,29.5,33.0,2,,,
Maurice Evans,2001,WING,76.25,,101.0,221.0,80.00,3.75,,3.12,34.5,37.5,22,4.0%,,
Maurice Harkless,2012,WING,79.25,80.75,102.5,206.6,84.00,4.75,,3.25,32.5,37.0,5,5.3%,9.25,10.25
Melo Trimble,2017,PG,73.25,74.50,92.5,191.8,74.00,0.75,2.77,3.20,26.5,35.5,,8.4%,8.00,8.75
Melvin Ejim,2014,WING,77.25,79.00,103.5,218.5,83.25,6.00,3.12,3.14,29.5,35.0,,6.5%,8.75,9.25
Melvin Ely,2002,BIG,81.00,,111.0,240.0,88.00,7.00,,3.35,26.0,29.0,7,,,
Melvin Frazier,2018,WING,76.50,78.00,105.0,198.2,85.75,9.25,3.07,3.08,31.0,40.5,,7.9%,9.50,9.50
Meyers Leonard,2012,BIG,83.75,85.25,108.0,249.8,87.00,3.25,,3.41,30.0,32.5,19,5.7%,9.25,11.00
Mfiondu Kabengele,2019,BIG,80.75,82.25,109.5,256.2,87.00,6.25,3.30,3.25,28.0,35.5,6,5.1%,9.25,10.75
Michael Beasley,2008,COMBO F,79.00,80.25,107.0,239.0,84.25,5.25,,3.24,30.0,35.0,19,7.7%,,
Michael Bradley,2001,BIG,81.50,,107.0,227.0,85.50,4.00,,3.35,27.0,30.0,13,9.3%,,
Michael Carter-Williams,2013,PG,76.75,77.75,101.0,184.4,79.25,2.50,3.70,3.22,31.5,41.0,8,4.4%,7.50,8.50
Michael Dunigan,2011,BIG,80.50,82.00,107.5,237.6,87.25,6.75,,3.27,29.5,34.5,10,8.0%,9.00,10.75
Michael Frazier II,2015,WING,75.75,76.25,101.5,199.4,80.00,4.25,3.02,3.32,27.0,35.0,10,7.4%,8.25,9.25
Michael Gbinije,2016,WING,77.50,78.75,101.0,204.6,79.50,2.00,3.19,3.12,33.5,37.5,,5.4%,8.00,9.00
Michael Hermon,2000,COMBO G,74.75,,98.5,195.0,78.25,3.50,,3.25,29.0,33.0,0,,,
Michael Hicks,2001,WING,76.00,,100.5,197.0,81.25,5.25,,3.19,33.0,40.5,13,7.3%,,
Michael Ignerski,2003,COMBO F,81.50,,107.0,232.0,82.75,1.25,,3.13,26.5,33.0,10,10.5%,,
Michael Kidd-Gilchrist,2012,WING,77.75,79.50,104.5,232.8,84.00,6.25,,3.18,32.0,35.5,6,7.0%,9.00,10.25
Michael Porter,2018,COMBO F,81.50,82.75,108.5,211.0,84.25,2.75,,,,,,6.4%,8.75,9.25
Michael Qualls,2015,WING,76.00,77.00,104.5,201.4,84.25,8.25,,3.18,34.0,39.5,9,4.0%,9.00,10.25
Michael Redd,2000,WING,76.75,,102.0,214.0,81.00,4.25,,3.34,27.0,31.0,12,,,
Michael Southhall,2006,BIG,81.50,82.25,107.5,241.0,88.25,6.75,,3.51,31.5,37.0,2,7.9%,,
Michael Sweetney,2003,BIG,79.25,,107.5,262.0,85.00,5.75,,3.28,26.0,31.5,3,14.1%,,
Michael Wright,2001,BIG,79.00,,106.5,247.0,83.50,4.50,,3.21,27.5,33.5,18,9.3%,,
Michel Morandais,2004,WING,75.75,76.75,102.0,205.0,83.50,7.75,,3.22,30.5,33.5,16,8.6%,,
Mike Bell,2005,COMBO F,80.75,81.25,104.5,206.2,85.50,4.75,,3.29,33.5,39.5,13,,,
Mike Conley,2007,PG,71.00,72.75,94.5,175.0,77.75,6.75,,3.09,35.5,40.5,13,4.2%,,
Mike Dunleavy,2002,WING,80.00,,106.0,230.0,81.00,1.00,,3.30,24.5,29.0,11,,,
Mike Mardesich,2001,BIG,82.25,,108.5,247.0,84.50,2.25,,3.45,24.0,30.0,8,13.6%,,
Mike Muscala,2013,BIG,82.25,83.50,108.0,230.2,85.00,2.75,2.99,3.44,28.0,33.5,5,6.8%,8.50,9.00
Mike Scott,2012,BIG,79.25,80.75,104.0,240.8,82.75,3.50,,3.44,27.0,32.5,14,10.6%,8.50,9.00
Mike Smith,2000,WING,78.50,,103.0,198.0,80.50,2.00,,3.22,33.0,21.0,12,,,
Mike Taylor,2008,COMBO G,72.75,74.00,98.0,166.2,79.25,6.50,,3.08,31.0,39.0,2,3.8%,,
Mike Williams,2004,WING,77.50,78.50,105.5,197.0,83.50,6.00,,3.42,23.5,27.5,,9.3%,,
Mikhail Torrance,2010,PG,76.00,77.00,103.0,208.8,79.50,3.50,,3.17,23.0,32.0,8,7.0%,8.75,9.50
Miles Bridges,2018,WING,77.25,78.75,103.5,220.4,81.50,4.25,,,,,,5.9%,9.00,9.75
Miles Plumlee,2012,BIG,82.50,83.75,105.5,252.4,84.75,2.25,,3.36,34.0,40.5,15,11.4%,9.25,9.00
Mindaugas Katelynas,2005,COMBO F,79.50,80.50,105.5,217.0,83.00,3.50,,3.38,31.5,35.0,7,,,
Mire Chatman,2002,COMBO G,72.00,,98.0,174.0,78.00,6.00,,3.18,29.0,33.0,1,,,
Misan Nikagbatse,2004,COMBO G,75.50,76.75,102.0,223.0,82.00,6.50,,3.32,27.5,32.5,11,12.9%,,
Miye Oni,2019,WING,76.25,77.75,100.5,205.6,82.75,6.50,3.12,3.17,30.5,38.5,19,4.9%,9.00,10.00
Mo Williams,2003,COMBO G,72.75,,98.5,189.0,77.50,4.75,,,,,3,6.7%,,
Mohamed Abukar,2007,WING,80.00,81.75,103.0,210.0,81.00,1.00,,3.37,30.5,35.0,15,8.9%,,
Mohamed Bamba,2018,BIG,83.25,84.75,115.5,225.6,94.00,10.75,,,,,,6.2%,9.75,10.25
Monta Ellis,2005,COMBO G,74.25,75.25,98.0,176.6,74.75,0.50,,3.31,26.5,31.5,0,,,
Monte Morris,2017,PG,73.25,74.50,96.5,175.2,76.00,2.75,3.20,3.19,28.0,33.5,,6.9%,8.25,8.75
Montrezl Harrell,2015,BIG,79.00,79.50,109.0,253.4,88.25,9.25,,,,,,11.9%,9.00,9.75
Moritz Wagner,2018,BIG,82.50,83.50,108.0,241.4,84.00,1.50,3.06,3.18,27.0,34.0,,6.8%,9.00,10.75
Morris Almond,2006,WING,76.75,78.00,102.5,214.0,82.00,5.25,,3.19,31.0,35.5,13,6.9%,,
Moses Brown,2019,BIG,85.25,86.50,113.0,237.2,88.75,3.50,3.30,3.51,27.0,31.0,-,7.8%,9.50,10.25
Mouhamed Sene,2006,BIG,83.00,84.00,113.0,237.0,92.50,9.50,,3.38,28.5,31.0,7,6.6%,,
Mouhammadou Jaiteh,2015,BIG,81.50,82.50,110.5,246.8,87.25,5.75,3.08,3.38,24.5,31.5,7,9.9%,9.00,9.25
Muhammed Lasege,2002,BIG,80.75,,108.5,228.0,86.00,5.25,,3.29,27.5,30.0,18,,,
Mustafa Al-Sayyad,2005,BIG,,,,,,,,3.42,26.5,30.5,,,,
Mustafa Shakur,2007,PG,75.00,76.50,99.0,185.0,77.50,2.50,,3.27,28.5,35.0,11,4.1%,,
Myck Kabongo,2013,PG,73.25,74.75,98.0,180.4,78.25,5.00,2.86,3.44,27.5,33.5,2,6.0%,8.25,9.00
Myles Turner,2015,BIG,81.75,83.50,112.0,238.6,88.00,6.25,,,,,,9.3%,9.25,9.25
Nassir Little,2019,WING,76.50,78.00,104.5,224.2,85.25,8.75,3.10,3.24,31.0,38.5,5,5.9%,8.75,10.00
Nate James,2001,WING,76.75,,103.0,196.0,82.75,6.00,,3.31,26.0,31.0,23,6.0%,,
Nate Johnson,2000,WING,78.50,,104.0,211.5,80.50,2.00,,3.33,27.0,33.5,13,,,
Nate Robinson,2004,PG,67.75,69.00,91.5,181.0,73.00,5.25,,2.96,35.5,43.5,13,6.7%,,
Nate Williams,2004,COMBO F,80.50,82.00,109.5,240.0,85.50,5.00,,3.35,23.5,26.0,1,12.4%,,
Nate Wolters,2013,PG,75.50,76.75,98.0,196.4,75.75,0.25,,,,,8,5.5%,8.25,8.75
Naz Reid,2019,COMBO F,80.75,81.50,109.0,255.8,87.25,6.50,3.76,3.42,26.0,32.5,3,14.0%,9.50,9.25
Ndongo N'diaye,2000,BIG,83.50,,112.5,208.0,87.50,4.00,,3.69,24.5,27.5,4,,,
Neemias Queta,2019,BIG,82.75,84.25,111.5,225.8,88.25,5.50,3.45,3.73,24.0,32.5,1,6.3%,9.50,11.00
Nemanja Aleksandrov,2005,COMBO F,82.00,84.00,110.0,220.6,83.00,1.00,,,,,5,,,
Nene,2002,BIG,81.25,,109.0,253.0,88.50,7.25,,3.19,30.0,34.0,16,,,
Nerlens Noel,2013,BIG,82.00,83.75,110.0,206.4,87.75,5.75,,,,,,4.2%,9.50,10.00
Nick Collison,2003,BIG,80.75,,108.0,255.0,85.50,4.75,,3.28,28.0,33.0,8,17.0%,,
Nick George,2006,WING,76.00,77.75,103.0,201.0,82.00,6.00,,3.25,30.5,38.0,14,6.0%,,
Nick Johnson,2014,WING,73.50,75.00,96.5,198.0,79.25,5.75,2.95,3.27,33.5,41.5,,6.1%,8.75,9.75
Nick Sheppard,2000,BIG,81.50,,107.5,273.0,83.00,1.50,,3.52,23.5,25.5,18,,,
Nick Young,2007,WING,77.00,78.75,100.5,206.0,84.00,7.00,,3.25,39.5,40.5,6,6.8%,,
Nickeil Alexander-Walker,2019,COMBO G,76.25,77.50,102.0,203.8,81.50,5.25,,,,,,5.9%,8.50,8.75
Nicolas Claxton,2019,BIG,82.75,83.75,110.0,216.6,86.50,3.75,3.47,3.36,31.5,36.5,8,4.5%,9.25,9.50
Nigel Hayes,2017,BIG,78.25,79.50,104.5,254.2,87.25,9.00,2.94,3.27,29.0,33.5,,11.5%,8.75,10.00
Nigel Williams-Goss,2017,PG,73.50,75.00,99.0,190.2,79.25,5.75,3.08,3.19,27.5,34.5,,5.6%,8.75,9.25
Nik Caner-Medley,2006,WING,78.50,80.00,103.0,234.0,81.00,2.50,,3.21,28.5,35.5,17,9.6%,,
Nik Stauskas,2014,WING,77.25,78.50,102.0,206.9,79.75,2.50,2.92,3.27,29.0,35.5,,12.1%,8.50,8.50
Nikola Vucevic,2011,BIG,82.25,83.75,112.5,259.8,88.50,6.25,,3.27,23.5,25.0,8,6.1%,9.25,10.25
Noah Vonleh,2014,BIG,80.00,81.50,108.0,247.1,88.25,8.25,3.29,3.28,31.0,37.0,,7.3%,9.75,11.75
Nolan Smith,2011,PG,73.50,75.50,99.0,187.6,77.50,4.00,,3.17,28.5,34.0,9,5.6%,8.50,9.25
Norman Powell,2015,WING,75.00,76.25,102.5,215.4,82.75,7.75,3.20,3.20,32.5,40.5,5,6.4%,9.25,9.00
Norman Richardson,2001,WING,75.50,,99.0,180.0,76.50,1.00,,3.15,30.5,35.5,2,6.0%,,
Norris Cole,2011,PG,72.25,73.75,95.5,174.4,74.25,2.00,,3.22,29.5,38.5,11,4.7%,8.50,9.50
Norvel Pelle,2013,BIG,81.50,82.50,109.0,207.2,86.50,5.00,3.20,3.32,31.0,34.5,0,5.2%,8.75,9.50
O.J. Mayo,2008,COMBO G,75.25,76.25,99.5,200.0,78.00,2.75,,3.14,30.5,41.0,7,6.3%,,
OG Anunoby,2017,WING,78.25,79.75,107.5,232.4,86.25,8.00,,,,,,6.8%,9.25,9.50
Olivier Hanlan,2015,COMBO G,75.25,76.25,100.0,185.8,78.00,2.75,3.12,3.25,28.0,34.0,19,4.3%,8.00,8.75
Omar Cook,2001,PG,71.50,,92.0,189.0,77.50,6.00,,3.20,31.0,35.5,9,5.5%,,
Omar Quintero,2004,PG,69.75,71.25,92.5,170.0,71.50,1.75,,3.25,25.0,29.0,2,14.1%,,
Omar Thomas,2005,WING,75.25,76.50,102.0,200.0,80.00,4.75,,3.27,25.0,29.5,6,,,
Omari Spellman,2018,BIG,80.00,81.25,106.5,253.8,86.00,6.00,3.34,3.38,28.5,35.5,,13.8%,9.00,9.00
Omer Yurtseven,2017,BIG,82.50,83.75,108.5,248.4,85.00,2.50,3.30,3.45,26.0,31.5,,7.6%,9.00,10.50
Omri Casspi,2009,WING,79.75,81.25,106.5,211.2,81.25,1.50,,3.28,25.5,32.5,2,8.6%,,
Orlando Johnson,2012,WING,75.75,77.25,99.0,223.8,83.25,7.50,,3.25,32.0,39.5,13,7.0%,9.00,9.50
Oshea Brissett,2019,COMBO F,79.00,80.00,104.0,203.2,84.00,5.00,3.18,3.48,34.0,37.5,11,2.9%,9.00,9.50
Othello Hunter,2008,COMBO F,78.50,79.50,109.5,220.0,87.00,8.50,,3.18,28.0,34.5,7,6.4%,,
Otto Porter,2013,WING,79.50,80.50,105.5,197.6,85.50,6.00,3.06,3.40,27.0,36.0,9,6.7%,8.75,9.25
P.J. Hairston,2014,WING,76.25,77.25,101.0,228.8,81.00,4.75,,3.32,32.0,37.0,,8.2%,8.75,9.75
P.J. Washington,2019,WING,78.50,80.00,106.5,230.4,86.25,7.75,,,,,,8.6%,9.00,10.25
Pape Sow,2004,BIG,80.50,82.00,108.5,233.0,86.00,5.50,,3.27,28.0,31.5,18,9.3%,,
Pascal Siakam,2016,BIG,80.25,81.50,107.5,226.6,87.25,7.00,3.09,3.41,30.5,36.5,,5.2%,9.25,10.00
Pat Calathes,2008,COMBO F,80.75,81.75,106.0,204.0,81.75,1.00,,,,,7,7.3%,,
Pat Connaughton,2015,WING,76.00,77.25,96.0,215.0,80.00,4.00,3.08,3.20,37.5,44.0,13,10.2%,8.50,9.25
Patric Young,2014,BIG,80.50,82.00,103.5,246.8,85.75,5.25,3.06,3.43,32.0,37.5,,5.5%,9.25,9.50
Patrick Ewing Jr.,2008,COMBO F,78.00,79.25,97.5,224.0,84.25,6.25,,3.43,35.0,42.0,2,9.4%,,
Patrick McCaw,2016,COMBO G,77.25,78.75,100.5,180.8,82.00,4.75,2.97,3.30,30.0,38.0,,4.7%,8.75,8.75
Patrick O'Bryant,2006,BIG,83.00,84.00,113.0,249.0,89.75,6.75,,3.63,26.5,30.0,13,10.0%,,
Patrick Patterson,2010,BIG,80.00,81.25,107.0,239.6,85.25,5.25,,3.25,28.5,33.5,17,5.3%,9.25,10.25
Patty Mills,2009,PG,71.25,72.50,95.0,175.4,74.00,2.75,,3.10,27.5,33.0,8,6.9%,,
Paul George,2010,WING,79.75,80.75,107.0,214.4,83.25,3.50,,,,,4,5.0%,8.50,9.00
Paul Miller,2006,BIG,80.50,81.25,101.5,251.0,84.00,3.50,,3.66,29.0,35.5,25,13.8%,,
Paul Millsap,2006,BIG,78.25,79.25,105.5,258.0,85.50,7.25,,3.30,28.5,32.5,15,9.7%,,
Pavel Podkolzin,2003,BIG,87.50,,116.0,303.0,89.75,2.25,,3.80,19.5,22.5,5,16.3%,,
Pepe Sanchez,2000,PG,75.00,,96.0,194.0,75.50,0.50,,3.44,26.0,31.0,8,,,
Perry Ellis,2016,BIG,79.00,80.25,102.0,217.8,82.25,3.25,3.03,3.13,32.0,38.0,,4.6%,8.00,8.50
Perry Jones,2012,COMBO F,82.25,83.25,107.0,233.8,85.75,3.50,,3.19,33.0,38.5,11,4.6%,9.25,9.50
Pete Mickeal,2000,WING,77.00,,103.5,222.0,81.50,4.50,,3.06,28.0,34.5,8,,,
Peter Fehse,2002,BIG,82.00,,109.0,220.0,84.50,2.50,,,,,,,,
Peter Jok,2017,WING,76.25,77.75,102.0,202.4,80.00,3.75,2.93,3.41,26.5,31.0,,11.0%,8.25,9.50
Peter Ramos,2004,BIG,85.75,87.25,111.5,266.0,89.50,3.75,,3.60,24.0,26.5,2,6.7%,,
Peyton Siva,2013,PG,71.50,73.00,93.0,180.6,75.00,3.50,2.93,3.16,33.5,41.5,15,6.1%,8.00,9.75
Phil Pressey,2013,PG,69.50,71.50,92.0,177.0,74.25,4.75,3.02,3.13,33.0,38.5,7,4.7%,7.75,9.75
Pierre Jackson,2013,PG,69.50,70.50,90.0,176.0,70.00,0.50,,,,,,4.5%,7.50,8.25
PJ Dozier,2017,WING,77.25,78.75,101.0,200.6,83.00,5.75,2.98,3.15,34.0,39.0,,6.1%,8.50,9.50
PJ Washington,2018,BIG,78.50,80.00,106.0,223.0,86.50,8.00,3.42,3.20,27.0,34.0,,6.9%,9.00,10.25
Pops Mensah-Bonsu,2006,BIG,79.50,81.00,105.5,232.0,84.00,4.50,,3.29,31.5,36.0,19,5.8%,,
Predrag Savovic,2002,WING,76.75,,102.0,212.0,79.00,2.25,,3.38,22.5,28.5,13,,,
Preston Shumpert,2002,WING,78.00,,103.5,197.0,80.50,2.50,,3.24,28.5,29.0,9,,,
Primoz Brezec,2000,BIG,84.75,,110.0,243.0,86.00,1.25,,3.55,26.0,29.5,,,,
Quan Prowell,2008,COMBO F,78.75,79.75,103.5,225.5,82.50,3.75,,3.14,32.0,36.0,16,6.5%,,
Quentin Grimes,2019,WING,76.00,77.25,100.5,209.6,79.75,3.75,3.28,3.20,27.5,36.0,6,8.4%,8.25,10.00
Quincy Acy,2012,BIG,78.50,79.75,106.5,223.8,86.75,8.25,,3.28,32.0,37.0,13,7.1%,9.50,11.00
Quincy Miller,2012,WING,80.75,82.00,105.0,218.7,85.25,4.50,,3.48,30.5,36.0,8,7.8%,9.25,10.25
Quinn Cook,2015,PG,72.25,74.00,96.5,179.0,76.00,3.75,3.41,3.38,24.5,31.0,14,6.7%,7.50,8.75
Quinndary Weatherspoon,2019,WING,75.00,76.25,100.0,206.6,81.00,6.00,3.15,3.16,31.0,38.0,-,6.1%,8.50,9.00
Quinton Hosley,2007,WING,77.00,79.75,105.0,215.0,83.25,6.25,,3.32,28.5,34.0,12,5.7%,,
Qyntel Woods,2002,WING,79.00,,105.0,213.0,82.00,3.00,,3.23,33.5,34.5,2,,,
R.J. Hunter,2015,WING,76.50,78.00,104.0,185.0,82.50,6.00,2.91,3.26,27.5,33.5,1,6.0%,8.50,8.25
Rakeem Christmas,2015,BIG,80.25,81.75,110.5,242.6,89.25,9.00,3.30,3.47,29.0,32.0,9,9.6%,9.25,9.00
Ramel Bradley,2008,COMBO G,73.25,74.25,98.0,184.0,77.00,3.75,,3.24,24.5,29.5,9,5.7%,,
Ramon Sessions,2007,PG,74.00,75.75,97.5,185.0,76.25,2.25,,3.27,29.5,33.5,8,6.2%,,
Randall Orr,2004,COMBO F,81.00,82.75,107.5,193.0,82.50,1.50,,3.27,26.5,33.0,6,6.7%,,
Randy Foye,2006,COMBO G,74.25,75.25,97.0,212.0,78.25,4.00,,3.23,32.0,38.0,14,10.0%,,
Randy Holcomb,2002,COMBO F,79.00,,105.0,225.0,85.00,6.00,,3.22,29.5,35.5,15,,,
Rashad Anderson,2006,WING,75.25,76.50,100.0,224.0,79.00,3.75,,3.48,27.5,32.5,13,17.3%,,
Rashad Jones-Jennings,2007,BIG,78.00,79.50,105.5,235.0,84.00,6.00,,3.29,25.0,30.0,20,5.9%,,
Rashad McCants,2005,WING,74.75,76.00,103.5,201.0,82.75,8.00,,3.11,32.5,34.5,15,,,
Rashad Phillips,2001,PG,69.00,,92.0,166.0,73.50,4.50,,3.27,27.0,32.0,5,12.4%,,
Rashad Vaughn,2015,WING,75.75,77.00,101.0,198.6,79.00,3.25,3.10,3.21,28.0,34.0,5,6.2%,8.00,8.50
Rashad Wright,2004,PG,72.50,73.75,98.5,190.0,82.00,9.50,,3.28,28.5,32.5,10,8.0%,,
Rashaun Freeman,2007,BIG,78.00,80.00,104.0,244.0,83.50,5.50,,3.41,28.0,32.0,20,11.5%,,
Rasual Butler,2002,WING,78.75,,105.5,198.0,84.00,5.25,,3.29,31.5,37.5,10,,,
Rawle Alkins,2018,WING,74.75,76.26,99.0,217.4,80.75,6.00,3.09,3.18,32.5,40.5,,8.9%,8.50,10.00
Rawle Marshall,2005,WING,76.50,77.75,104.0,186.6,85.00,8.50,,3.21,30.5,37.0,7,,,
Ray McCallum,2013,PG,72.25,73.75,96.5,191.4,75.25,3.00,3.08,3.25,30.5,40.0,5,7.3%,8.00,8.75
Raymond Felton,2005,PG,71.50,72.25,98.0,199.4,76.25,4.75,,3.06,29.0,33.5,6,,,
Reed Rawlings,2000,WING,78.25,,104.0,218.0,81.25,3.00,,3.27,28.5,33.5,13,,,
Reggie Bullock,2013,WING,77.75,79.00,102.0,199.8,80.75,3.00,3.30,3.31,31.0,36.5,11,7.0%,8.50,9.00
Reggie Evans,2002,BIG,79.50,,107.5,250.0,86.50,7.00,,3.26,26.0,29.5,15,,,
Reggie Perry,2019,COMBO F,80.00,81.25,106.0,250.8,84.50,4.50,3.40,3.30,28.5,31.5,15,6.7%,9.00,10.00
Reggie Williams,2008,WING,75.25,76.00,103.0,199.0,81.25,6.00,,3.07,31.5,36.5,15,5.3%,,
Renaldas Seibutis,2007,WING,76.00,77.75,101.0,185.0,80.75,4.75,,3.39,24.0,32.5,1,6.1%,,
Renaldo Balkman,2006,COMBO F,77.25,78.50,104.5,206.0,85.00,7.75,,3.22,30.5,35.0,9,4.9%,,
Reyshawn Terry,2007,WING,78.75,79.50,103.5,222.0,82.00,3.25,,3.26,31.0,37.5,18,8.9%,,
Rich Melzer,2004,COMBO F,79.50,80.75,107.0,229.0,86.00,6.50,,3.39,24.5,28.5,8,12.4%,,
Richard Hendrix,2008,BIG,78.75,80.75,108.0,250.0,87.00,8.25,,3.27,26.5,28.0,13,9.2%,,
Richard Howell,2013,BIG,78.25,79.50,105.5,249.6,82.25,4.00,,,,,,8.8%,8.75,9.50
Richard Jefferson,2001,WING,79.25,,103.0,223.0,84.00,4.75,,3.15,33.0,38.5,14,6.7%,,
Richard Roby,2008,WING,76.25,77.50,104.0,203.0,81.75,5.50,,,,,,9.2%,,
Richaun Holmes,2015,BIG,80.25,81.50,108.0,242.8,85.50,5.25,3.31,3.32,32.5,36.0,15,8.8%,8.50,8.50
Rick Anderson,2003,COMBO F,80.25,,106.5,216.0,83.00,2.75,,3.40,26.0,30.5,6,9.9%,,
Rick Jackson,2011,BIG,80.25,81.25,106.5,241.8,86.00,5.75,,3.26,28.5,33.0,9,8.3%,8.75,9.50
Rickey Paulding,2004,WING,74.75,76.00,101.5,210.0,81.50,6.75,,3.17,30.0,36.0,17,5.3%,,
Ricky Ledo,2013,WING,76.75,78.00,102.5,197.2,79.25,2.50,3.16,3.32,27.0,33.5,4,10.3%,8.50,9.25
Ricky Minard,2004,COMBO G,75.25,76.25,101.5,198.0,79.00,3.75,,3.10,27.5,33.0,13,8.0%,,
Robb Dryden,2001,BIG,85.00,,110.3,241.0,86.50,1.50,,3.46,27.0,30.0,8,8.0%,,
Robbie Hummel,2012,WING,79.25,80.50,102.0,218.0,80.50,1.25,,3.41,27.5,30.0,13,9.4%,8.50,9.50
Robert Archibald,2002,BIG,82.00,,109.5,250.0,83.75,1.75,,3.33,24.0,27.5,10,,,
Robert Carter Jr,2016,BIG,78.75,80.50,106.5,250.6,87.25,8.50,3.15,3.65,24.5,30.5,,12.5%,8.75,9.50
Robert Covington,2013,COMBO F,78.25,79.50,106.0,208.6,85.75,7.50,3.10,3.34,29.5,36.0,9,4.7%,9.00,8.50
Robert Jackson,2003,BIG,79.75,,107.5,254.0,84.00,4.25,,3.25,23.5,26.0,15,15.9%,,
Robert Upshaw,2015,BIG,82.75,84.00,113.0,258.2,89.50,6.75,,,,,,12.5%,10.00,11.00
Robert Vaden,2008,WING,75.50,76.50,101.0,199.0,80.00,4.50,,3.40,26.0,29.5,10,6.2%,,
Robert Whaley,2005,BIG,80.00,81.00,108.0,269.4,86.00,6.00,,3.25,28.5,33.5,15,,,
Rod Grizzard,2002,WING,78.00,,107.0,193.0,84.00,6.00,,,,,6,,,
Rodney Carney,2006,WING,76.50,77.75,103.5,204.0,82.00,5.50,,3.06,32.0,38.5,10,5.3%,,
Rodney Hood,2014,WING,79.25,80.50,103.0,208.2,80.50,1.25,3.14,3.38,29.0,36.0,,7.5%,8.50,8.50
Rodney Stuckey,2007,COMBO G,75.75,76.50,100.5,207.0,79.25,3.50,,3.11,30.5,35.0,14,6.1%,,
Rodney White,2001,WING,79.50,,104.5,243.0,83.50,4.00,,3.47,27.5,33.0,16,9.3%,,
Rodrigue Beaubois,2009,PG,73.25,74.25,100.0,182.4,81.75,8.50,,3.15,29.5,39.0,3,7.9%,,
Roger Powell,2005,WING,76.75,78.00,104.0,218.6,83.50,6.75,,,,,,,,
Rolan Roberts,2002,BIG,77.75,,105.5,241.0,85.00,7.25,,3.33,32.5,37.5,16,,,
Rolando Howell,2004,BIG,79.50,80.50,107.0,229.0,84.50,5.00,,3.28,28.5,34.5,,11.7%,,
Romain Sato,2004,WING,74.00,75.25,102.5,204.0,83.00,9.00,,3.18,31.5,35.5,8,6.0%,,
Romeo Langford,2019,COMBO G,76.50,78.00,103.0,,83.00,6.50,,,,,,,9.00,9.00
Ron Baker,2016,WING,75.25,76.25,97.5,212.4,81.75,6.50,2.96,3.45,30.0,35.5,,7.9%,8.75,9.50
Ron Hale,2000,WING,79.50,,104.5,202.0,83.00,3.50,,3.20,29.5,34.5,11,,,
Ron Lewis,2007,WING,74.00,76.50,99.0,194.0,78.50,4.50,,3.22,33.0,38.0,16,4.5%,,
Ron Slay,2003,COMBO F,78.00,,103.5,236.0,82.00,4.00,,3.43,28.5,31.5,10,16.3%,,
Ronald Dupree,2003,WING,78.00,,101.0,209.0,80.25,2.25,,3.23,37.5,41.5,11,6.7%,,
Ronald Murray,2002,WING,75.00,,100.5,197.0,79.50,4.50,,3.16,31.0,36.5,9,,,
Ronald Steele,2008,PG,72.25,73.50,97.5,183.5,76.25,4.00,,3.26,25.0,29.5,5,8.1%,,
Rondae Hollis-Jefferson,2015,WING,77.50,79.00,104.0,210.8,86.00,8.50,3.19,3.12,32.0,38.0,13,5.0%,8.75,9.75
Ronnie Brewer,2006,COMBO G,77.75,78.75,103.5,223.0,83.25,5.50,,3.14,35.0,41.0,19,5.0%,,
Ronnie Price,2005,PG,72.75,74.25,96.5,184.8,77.50,4.75,,3.29,31.5,39.0,11,,,
Ronny Turiaf,2005,BIG,80.00,81.25,106.5,237.8,85.50,5.50,,3.23,30.5,33.0,15,,,
Royce White,2012,BIG,79.00,80.00,104.5,260.6,84.00,5.00,,,,,,10.6%,9.50,11.50
Ruben Boumtje-Boumtje,2001,BIG,83.50,,111.0,245.0,88.00,4.50,,3.33,26.5,31.0,6,6.0%,,
Ruben Douglas,2003,WING,75.50,,100.5,193.0,79.25,3.75,,3.27,28.5,35.0,9,6.0%,,
Rudy Fernandez,2005,WING,76.75,78.00,101.5,172.0,79.50,2.75,,3.33,26.5,35.5,0,,,
Rudy Gay,2006,COMBO F,79.00,80.00,107.5,222.0,87.00,8.00,,3.32,33.0,40.5,9,5.7%,,
Rudy Gobert,2013,BIG,84.50,86.00,115.0,237.6,92.50,8.00,3.19,3.57,25.0,29.0,7,4.4%,9.75,10.00
Russ Smith,2014,PG,71.50,72.75,95.0,160.0,75.50,4.00,3.01,3.27,29.5,34.0,,3.5%,8.25,8.50
Russell Carter,2007,WING,75.00,76.50,97.5,221.0,80.50,5.50,,3.29,33.0,38.5,25,6.0%,,
Russell Robinson,2008,PG,72.50,73.50,100.5,196.0,80.00,7.50,,3.15,25.0,31.5,8,7.4%,,
